t,usage_usec,nr_periods,nr_throttled,throttled_usec
306.06,313767958,32271,10056,421977976
307.06,313769446,32273,10056,421977976
308.06,313770875,32275,10056,421977976
309.06,313772277,32279,10056,421977976
310.07,313773606,32281,10056,421977976
311.07,313774715,32283,10056,421977976
312.07,313775528,32285,10056,421977976
313.07,313778388,32289,10056,421977976
314.08,313782257,32295,10056,421977976
315.09,313789606,32301,10056,421977976
316.19,313791791,32303,10056,421977976
317.20,313793555,32307,10056,421977976
318.20,313794503,32307,10056,421977976
319.20,313795411,32309,10056,421977976
